"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL4297344";"ABX-464";"2";"338.72";"1";"5.53";"MMV1581032";"FC(F)(F)Oc1ccc(Nc2ccc3cccc(Cl)c3n2)cc1";"MIC";"'>'";"20000.0";"nM";"";"";"Median N= 2; Maxinhib 15.9 Pct";"UO_0000065";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513161";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL1078";"FLUVASTATIN";"0";"411.47";"0";"4.63";"SAM002548940";"CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21";"MIC";"'>'";"10000.0";"nM";"";"";"Median N= 2; Maxinhib 9.6 Pct";"UO_0000065";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513141";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL4540086";"";"0";"519.64";"1";"5.30";"MBA314";"C#CCN(C)Cc1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2[nH]1.O=C(O)C(=O)O";"MIC";"'>'";"32.0";"ug.mL-1";"";"Non standard unit for type";"Median N= 2; Maxinhib 24.1 Pct";"UO_0000274";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513135";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL4536498";"";"0";"488.64";"1";"5.64";"MV-80";"C#CCNc1nc(NCCCC2CCN(Cc3ccccc3)CC2)c(C#N)c(-c2ccccc2)c1C#N";"MIC";"'>'";"32.0";"ug.mL-1";"";"Non standard unit for type";"Median N= 2; Maxinhib 2.1 Pct";"UO_0000274";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513135";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL1445386";"";"0";"456.89";"0";"0.98";"0639174:01";"CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(NC(=O)CN)cccc3nc2-1.Cl";"MIC";"'>'";"10000.0";"nM";"";"";"Median N= 2; Maxinhib -1.1 Pct";"UO_0000065";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4296182";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL1409105";"";"0";"327.13";"0";"3.94";"0081856:01";"O=C(Nc1ccc(Cl)c(Cl)c1)Nc1ccc([N+](=O)[O-])cn1";"MIC";"'>'";"10000.0";"nM";"";"";"Median N= 2; Maxinhib 14.8 Pct";"UO_0000065";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4296182";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL4297026";"";"0";"None";"None";"None";"0345647:01";"";"MIC";"'>'";"10000.0";"nM";"";"";"Median N= 2; Maxinhib 7.5 Pct";"UO_0000065";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4296182";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL1482184";"";"0";"407.60";"0";"4.78";"0065238:01";"CC(C)c1ccc2c(c1)CCC1C(C)(CN)CCCC21C.O=C(O)c1ccccc1";"MIC";"'>'";"10000.0";"nM";"";"";"Median N= 2; Maxinhib 10.1 Pct";"UO_0000065";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4296182";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL1235533";"";"0";"123.16";"0";"0.68";"DDD01816767:01";"Cc1ncc(C)c(N)n1";"MIC";"'='";"300000.0";"nM";"";"";"Median N= 2";"UO_0000065";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513160";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL2419689";"";"0";"637.88";"2";"7.92";"ASS194";"N#Cc1c(NCCC2CCN(Cc3ccccc3)CC2)nc(NCCC2CCN(Cc3ccccc3)CC2)c(C#N)c1-c1ccccc1";"MIC";"'>'";"32.0";"ug.mL-1";"";"Non standard unit for type";"Median N= 2; Maxinhib 18.9 Pct";"UO_0000274";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513135";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL4539154";"";"0";"265.28";"0";"2.09";"MC109F2";"COc1nc2n[nH]c(N)c2c(-c2ccccc2)c1C#N";"MIC";"'>'";"32.0";"ug.mL-1";"";"Non standard unit for type";"Median N= 2; Maxinhib 8.8 Pct";"UO_0000274";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513135";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL4560364";"";"0";"817.74";"1";"4.88";"AIK-28/36";"CN(C)CCNC(=O)c1cc(NC(=O)c2cc(NC(=O)c3ccc(/C=C/c4cnc5ccccc5c4)cc3)cn2C)cn1C.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F";"MIC";"'>'";"32.0";"ug.mL-1";"";"Non standard unit for type";"Median N= 2; Maxinhib 42.1 Pct";"UO_0000274";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513139";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL243644";"";"0";"304.33";"0";"1.43";"MMV1483032";"COc1ccc(NC(=O)CC2Sc3ncnn3C2=O)cc1";"MIC";"'>'";"20000.0";"nM";"";"";"Median N= 2; Maxinhib 20.4 Pct";"UO_0000065";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513161";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL1658";"RETAPAMULIN";"4";"517.78";"2";"5.25";"MMV1633674";"C=C[C@]1(C)C[C@@H](OC(=O)CS[C@H]2C[C@@H]3CC[C@H](C2)N3C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O";"MIC";"'>'";"20000.0";"nM";"";"";"Median N= 2; Maxinhib 34.4 Pct";"UO_0000065";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513161";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL4587987";"";"0";"328.19";"0";"2.20";"DDD01818415:01";"Cn1cc(NC(=O)c2ccc(Br)s2)cc1C(N)=O";"MIC";"'>'";"300000.0";"nM";"";"";"Median N= 2; Maxinhib 7.5 Pct";"UO_0000065";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513160";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL1208289";"";"0";"335.30";"0";"2.32";"MMV1579787";"O=C(CP(=O)(O)O)NCCc1cccc(Oc2ccccc2)c1";"MIC";"'>'";"20000.0";"nM";"";"";"Median N= 2; Maxinhib 17.9 Pct";"UO_0000065";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513161";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL2179142";"";"0";"402.41";"0";"2.39";"MMV508427";"NC(=O)c1ccccc1NC(=O)c1ccc(C(=O)Nc2ccccc2C(N)=O)cc1";"MIC";"'>'";"20000.0";"nM";"";"";"Median N= 2; Maxinhib 15.1 Pct";"UO_0000065";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513161";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL1229713";"";"0";"425.53";"0";"4.41";"MMV1580798";"Cc1[nH]c2ccccc2c1CC(=O)N[C@@H](Cc1ccccc1)C(=O)N(C)c1ccccc1";"MIC";"'>'";"20000.0";"nM";"";"";"Median N= 2; Maxinhib 19.4 Pct";"UO_0000065";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513161";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL4525634";"";"0";"544.74";"1";"1.06";"MMV1593514";"CNC(=O)C1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O";"MIC";"'>'";"20000.0";"nM";"";"";"Median N= 2; Maxinhib 17.5 Pct";"UO_0000065";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513161";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL4515231";"";"0";"281.33";"0";"1.93";"DDD01810842:01";"O=C(NCCO)Nc1cc(F)ccc1N1CCCCC1";"MIC";"'>'";"300000.0";"nM";"";"";"Median N= 2; Maxinhib 3.9 Pct";"UO_0000065";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513160";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL1200832";"TERBINAFINE HYDROCHLORIDE";"4";"327.90";"0";"4.88";"MMV1634359";"CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12.Cl";"MIC";"'>'";"20000.0";"nM";"";"";"Median N= 2; Maxinhib 24.5 Pct";"UO_0000065";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513161";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL4591982";"";"0";"247.29";"0";"1.21";"DDD01809892:01";"O=C1c2ccccc2OCC1CN1CCOCC1";"MIC";"'>'";"300000.0";"nM";"";"";"Median N= 2; Maxinhib 51.0 Pct";"UO_0000065";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513160";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL4571466";"";"0";"196.22";"0";"1.35";"DDD01820162:01";"Fc1cccnc1OC1CCNCC1";"MIC";"'>'";"300000.0";"nM";"";"";"Median N= 2; Maxinhib 28.4 Pct";"UO_0000065";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513160";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL4579899";"";"0";"257.29";"0";"2.59";"DDD01821863:01";"Cc1ocnc1C(=O)Nc1ccc2c(c1)NCCC2";"MIC";"'>'";"300000.0";"nM";"";"";"Median N= 2; Maxinhib 35.6 Pct";"UO_0000065";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513160";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL4567151";"";"0";"259.31";"0";"1.69";"DDD01823061:01";"Cc1cccc(OCCc2noc(C3CNC3)n2)c1";"MIC";"'>'";"300000.0";"nM";"";"";"Median N= 2; Maxinhib 16.8 Pct";"UO_0000065";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513160";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL4565444";"";"0";"663.06";"None";"None";"mcub4";"";"MIC";"'>'";"32.0";"ug.mL-1";"";"Non standard unit for type";"Median N= 2; Maxinhib 17.6 Pct";"UO_0000274";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513157";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL11417";"STREPTONIGRIN";"0";"506.47";"2";"2.32";"0045383:01";"COC1=C(N)C(=O)c2nc(-c3nc(C(=O)O)c(C)c(-c4ccc(OC)c(OC)c4O)c3N)ccc2C1=O";"MIC";"'='";"10000.0";"nM";"";"";"Median N= 2";"UO_0000065";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4296183";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL4534274";"";"0";"516.69";"2";"6.06";"ASS280";"C#CCN(C)c1nc(NCCCCC2CCN(Cc3ccccc3)CC2)c(C#N)c(-c2ccccc2)c1C#N";"MIC";"'>'";"32.0";"ug.mL-1";"";"Non standard unit for type";"Median N= 2; Maxinhib 44.9 Pct";"UO_0000274";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513135";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
"CHEMBL4552567";"";"0";"292.77";"0";"2.21";"DDD01825310:01";"OCC1(O)CCCN(c2ccnc3ccc(Cl)cc23)C1";"MIC";"'>'";"300000.0";"nM";"";"";"Median N= 2; Maxinhib 4.0 Pct";"UO_0000065";"";"";"";"";"False";"CHEMBL4296187";"Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 (CO-ADD:GN_042); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr";"";"";"CHEMBL348";"Pseudomonas aeruginosa";"Pseudomonas aeruginosa";"ORGANISM";"CHEMBL4513160";"40";"CO-ADD antimicrobial screening data";"";"";"None";""
